Date,Year,Location,Site,Temperature_C,UncompensatedConductivity_C,Turbidity_NTU,Enterococci_conc_CFU100ml,Tot_coliform_conc_CFU100ml,EcoliConc_CFU100ml,Chlorophyll,Phyococyanin,CDOM,OB
11/9/2018,2018,SawKill,6,7.1,500,1.68,100.2,461.1,13,34.17,1.4,155.4,46.81
11/9/2018,2018,SawKill,7,7,196.4,1.7,14.2,45.2,3.1,28.28,2.145,110,35.36
11/9/2018,2018,SawKill,8,6.2,276.2,1.24,14.1,21.6,-0.999,51.97,3.335,217.9,68.15
11/9/2018,2018,SawKill,9,6.9,237.9,1.12,8.5,16.4,2,25.36,1.896,73.76,24.76
11/9/2018,2018,SawKill,10,6.7,176.5,1.83,15.6,16.1,2,41.72,2.404,97.2,31.42
11/9/2018,2018,SawKill,11,7.1,189.4,1.88,6,2,8.2,29.28,3.074,103.8,33.98
11/9/2018,2018,SawKill,12,7.1,76.8,1.48,2,7.1,-0.999,39.28,4.392,110.9,38.07
11/9/2018,2018,SawKill,14,9.7,242.5,0.93,1,3,-0.999,12.72,6.28,14.3,8.637
12/14/2018,2018,SawKill,1,13.7,172.2,2.04,-0.999,2,1,34.31,2.688,48.36,16.96
12/14/2018,2018,SawKill,2,6.7,267,1.4,-0.999,7.3,2,29.51,1.507,48.17,16.73
12/14/2018,2018,SawKill,3,4,265.7,2.16,1,8.5,2,41.1,2.291,47.56,16.31
12/14/2018,2018,SawKill,4,3.5,241.4,4.32,-0.999,10.6,1,32.15,1.502,47.55,16.26
12/14/2018,2018,SawKill,5,3.8,242.4,1.17,3,13,2,38.38,2.348,45.44,15.93
12/14/2018,2018,SawKill,6,6.7,574,2.24,61,46.4,21.3,35.64,3.47,59.24,21.64
12/14/2018,2018,SawKill,7,4.1,225.9,1.92,3,1,9.7,41.99,2.075,42.82,15
12/14/2018,2018,SawKill,8,2.1,162.2,2.29,2,8.4,-0.999,62.77,2.745,141,45.01
12/14/2018,2018,SawKill,9,4.9,224.4,3.35,5.2,39.3,-0.999,50.21,2.52,33.27,12.02
12/14/2018,2018,SawKill,10,4.6,208.7,2.35,2,27.5,3.1,43.61,2.283,40.14,14.76
12/14/2018,2018,SawKill,11,4.3,161.1,6.26,7.5,24.6,-0.999,47.09,3.266,48.95,17.08
12/14/2018,2018,SawKill,12,3.4,105.1,1.59,1,34.1,1,49.25,2.698,56.47,20.15
12/14/2018,2018,SawKill,14,7.4,227.2,1.17,5.2,30.5,2,61.835,2.619,19.88,8.016
2/8/2019,2019,SawKill,1,3.1,200.9,8.53,10,55.1,7.4,8.291,87.21,32.11,59.59
2/8/2019,2019,SawKill,2,3.1,188,8.33,8,88.7,8.5,6.947,85.3,30.01,49.01
2/8/2019,2019,SawKill,3,3,185.1,9.14,18.3,183.7,5.2,5.566,88.17,29.9,52.75
2/8/2019,2019,SawKill,4,2.9,165,8.85,7.1,270.3,13.5,6.683,83.06,29.66,49.05
2/8/2019,2019,SawKill,5,3.2,164,12.2,23.6,297.8,21.6,6.427,79.21,28.02,43.13
2/8/2019,2019,SawKill,6,3.6,285.2,40,40.7,1732.9,125.9,12.64,111.1,37.32,91.51
2/8/2019,2019,SawKill,7,3.3,153.1,5.8,17.2,149.5,8.4,5.567,72.16,25.88,37.31
2/8/2019,2019,SawKill,8,1.8,115.6,8.21,6.2,302.6,4.1,4.598,121.6,39.36,51.53
2/8/2019,2019,SawKill,9,4.2,184.5,3.07,5.2,172.6,12.2,4.471,52.55,19.42,29.62
2/8/2019,2019,SawKill,10,3.3,133.4,7.76,22.1,419.8,10.8,4.935,67.24,23.79,34.69
2/8/2019,2019,SawKill,11,2.5,94.7,6.43,15.8,727,7.4,5.253,70.09,25.49,46.34
2/8/2019,2019,SawKill,12,1.7,83.5,6.6,28.8,613.1,4.1,4.824,74.49,26.32,37.77
2/8/2019,2019,SawKill,14,6.5,183.5,3.84,38.6,280.9,13.4,3.767,25.56,11.13,26.62
3/8/2019,2019,SawKill,1,0.9,,1.81,2,7.2,4,26.77,3.827,35.12,13.88
3/8/2019,2019,SawKill,2,0.9,,1.36,1,7.3,2,38.67,3.916,35.27,14.33
3/8/2019,2019,SawKill,3,1,,1.78,1,13.4,4.1,31.18,3.402,32.77,13.26
3/8/2019,2019,SawKill,4,1.3,,2.68,1,18.7,7.4,25.45,3.274,32.16,13.03
3/8/2019,2019,SawKill,5,2.3,,4.86,1,17.3,8.6,30.5,4.375,30.76,13.5
3/8/2019,2019,SawKill,6,5.3,,1.07,17.1,31.4,35,39.68,3.625,36.12,13.93
3/8/2019,2019,SawKill,7,2.5,,3.78,1,13.4,2,22.23,3.839,32.74,11.99
3/8/2019,2019,SawKill,8,0.4,,2.67,2,5.2,-0.999,47.43,4.807,110,37.18
3/8/2019,2019,SawKill,11,2,,3.04,-0.999,16,-0.999,28.72,4.289,32.16,12.42
3/8/2019,2019,SawKill,12,1.8,,1.76,1,16,2,27.21,8.431,40.95,17.09
3/8/2019,2019,SawKill,9,2,,4.39,2,26.9,3.1,50.92,4.049,22.37,9.5558
3/8/2019,2019,SawKill,10,1.6,,3.47,2,25.9,-0.999,32.77,3.617,27.57,11.57
3/8/2019,2019,SawKill,14,5.4,,3.56,5.2,69.7,7.4,25.28,4.726,12.28,7.451
